Order ID,Order Date,Sales,Quantity,Discount,Discount Amount,Profit
US-2014-167738,12/24/2014,292.272,6,0.2,350.7264,18.267
CA-2017-121412,9/23/2017,29.328,3,0.2,17.5968,3.666
CA-2017-100426,6/4/2017,12.48,2,0,0,5.616
US-2016-103646,4/21/2016,102.336,4,0.2,81.8688,-12.792
US-2016-103646,4/21/2016,48.792,3,0.8,117.1008,-126.8592
US-2016-103646,4/21/2016,44.848,8,0.8,287.0272,-67.272
CA-2016-119186,5/26/2016,10.368,2,0.2,4.1472,3.6288
CA-2016-119186,5/26/2016,388.43,5,0.3,582.645,-88.784
CA-2016-119186,5/26/2016,14.352,3,0.2,8.6112,5.2026
CA-2016-119186,5/26/2016,63.992,1,0.2,12.7984,-7.1991
CA-2016-148698,5/2/2016,86.352,3,0.2,51.8112,5.397
CA-2014-163293,9/8/2014,32.97,3,0,0,12.8583
CA-2014-163293,9/8/2014,83.88,4,0,0,30.1968
CA-2016-160815,9/5/2016,278.4,3,0,0,80.736
CA-2017-122154,4/9/2017,15.12,3,0.2,9.072,4.914
CA-2017-122154,4/9/2017,17.43,1,0.7,12.201,-13.363
CA-2017-122154,4/9/2017,251.64,3,0.2,150.984,88.074
US-2015-149692,12/6/2015,2.772,7,0.8,15.5232,-4.851
CA-2016-119445,6/26/2016,14.9,5,0,0,1.043
CA-2015-124268,7/4/2015,15.48,3,0,0,4.4892
CA-2016-154711,11/22/2016,39.88,2,0,0,11.1664
CA-2016-154711,11/22/2016,12.192,4,0.2,9.7536,4.1148
CA-2016-154711,11/22/2016,20.82,3,0,0,7.4952
CA-2016-163384,11/10/2016,13.216,4,0.2,10.5728,4.4604
CA-2016-163384,11/10/2016,32.4,5,0,0,15.552
CA-2015-101707,8/27/2015,32.94,3,0,0,9.2232
CA-2015-101707,8/27/2015,114.2,5,0,0,52.532
CA-2015-101707,8/27/2015,3.08,1,0,0,1.4784
CA-2015-138898,5/25/2015,845.728,13,0.2,2198.8928,84.5728
CA-2017-115427,12/30/2017,13.904,2,0.2,5.5616,4.5188
CA-2017-115427,12/30/2017,20.72,2,0.2,8.288,6.475
CA-2016-134425,12/8/2016,114.95,5,0,0,2.299
CA-2015-121391,10/4/2015,26.96,2,0,0,7.0096
CA-2016-137043,12/23/2016,572.76,6,0,0,166.1004
CA-2016-137043,12/23/2016,286.38,3,0,0,83.0502
CA-2015-115847,9/19/2015,61.96,2,0,0,4.3372
US-2017-126179,7/3/2017,23.99,1,0,0,5.5177
US-2017-126179,7/3/2017,287.97,3,0,0,77.7519
CA-2016-101966,7/14/2016,419.944,7,0.2,587.9216,52.493
CA-2016-141397,6/20/2016,46.76,7,0,0,22.4448
CA-2016-141397,6/20/2016,17.712,3,0.2,10.6272,6.4206
CA-2016-141397,6/20/2016,21.78,2,0,0,5.6628
CA-2016-141397,6/20/2016,161.94,3,0,0,9.7164
CA-2016-141397,6/20/2016,161.568,2,0.2,64.6272,-8.0784
CA-2016-141082,12/9/2016,3.69,1,0,0,1.7343
CA-2016-141082,12/9/2016,122.12,4,0,0,56.1752
US-2016-134488,9/24/2016,155.372,2,0.3,93.2232,-13.3176
CA-2016-145919,12/18/2016,38.88,6,0,0,18.6624
CA-2016-145919,12/18/2016,183.84,8,0,0,62.5056
CA-2016-145919,12/18/2016,579.3,5,0,0,28.965
CA-2017-157651,12/10/2017,14.2,1,0.2,2.84,3.3725
CA-2014-160773,7/1/2014,575.92,2,0.2,230.368,71.99
CA-2014-160773,7/1/2014,5.184,6,0.7,21.7728,-3.6288
CA-2017-167703,2/3/2017,5.229,3,0.7,10.9809,-4.1832
CA-2017-167703,2/3/2017,285.552,2,0.2,114.2208,35.694
CA-2017-121804,3/3/2017,72.8,5,0,0,19.656
CA-2017-162635,10/9/2017,10.816,4,0.2,8.6528,3.5152
CA-2014-107153,9/28/2014,46.26,3,0,0,12.4902
US-2014-117058,5/27/2014,17.46,6,0.8,83.808,-30.555
CA-2015-120439,6/14/2015,51.072,6,0.2,61.2864,5.1072
CA-2016-128258,3/30/2016,11.34,1,0,0,5.5566
CA-2017-106033,10/15/2017,87.92,4,0,0,26.376
CA-2016-142762,5/23/2016,37.05,3,0,0,16.302
CA-2017-127705,6/2/2017,2.97,1,0.4,1.188,-0.6435
CA-2017-127705,6/2/2017,27.44,2,0.2,10.976,2.401
CA-2014-122567,2/16/2014,1.08,3,0.8,2.592,-1.728
CA-2014-122567,2/16/2014,7.96,2,0.8,12.736,-13.93
CA-2014-121664,5/6/2014,140.736,8,0.2,225.1776,52.776
CA-2016-122133,5/16/2016,552.56,4,0,0,0
US-2017-123281,4/2/2017,25.11,3,0,0,6.5286
CA-2017-100524,3/31/2017,29.78,2,0,0,8.0406
CA-2017-100524,3/31/2017,677.58,3,0,0,176.1708
CA-2017-100524,3/31/2017,75.04,8,0,0,36.0192
CA-2017-113481,1/2/2017,695.7,2,0.5,695.7,-27.828
CA-2017-113481,1/2/2017,15.66,5,0.7,54.81,-12.528
CA-2017-113481,1/2/2017,28.854,6,0.7,121.1868,-21.1596
CA-2015-131758,5/28/2015,47.82,3,0,0,14.346
CA-2015-131758,5/28/2015,13.05,5,0,0,6.003
CA-2014-118339,3/17/2014,93.78,2,0,0,36.5742
CA-2014-118339,3/17/2014,47.18,7,0,0,23.59
CA-2014-118339,3/17/2014,19.68,6,0,0,5.7072
CA-2014-118339,3/17/2014,53.4,10,0,0,25.098
CA-2014-118339,3/17/2014,35.88,6,0,0,17.2224
CA-2014-153976,10/3/2014,258.279,3,0.3,232.4511,-70.1043
CA-2016-162901,3/28/2016,31.4,2,0,0,7.85
CA-2017-162978,5/4/2017,183.96,5,0.2,183.96,20.6955
CA-2017-162978,5/4/2017,17.61,3,0,0,8.4528
CA-2017-162978,5/4/2017,300.904,1,0.2,60.1808,11.2839
US-2014-160444,7/5/2014,220.776,3,0.2,132.4656,-44.1552
US-2014-160444,7/5/2014,281.424,11,0.2,619.1328,-35.178
CA-2016-145247,5/5/2016,79.14,3,0,0,36.4044
CA-2017-160045,4/26/2017,1.988,1,0.6,1.1928,-1.4413
US-2014-151925,9/26/2014,145.568,2,0.2,58.2272,0
CA-2017-125199,10/19/2017,123.256,7,0.2,172.5584,9.2442
CA-2017-125199,10/19/2017,23.68,4,0.2,18.944,7.4
CA-2017-125199,10/19/2017,309.576,4,0.4,495.3216,-56.7556
US-2017-155425,11/10/2017,38.388,14,0.7,376.2024,-25.592
US-2017-155425,11/10/2017,95.994,2,0.7,134.3916,-63.996
US-2017-155425,11/10/2017,239.952,6,0.2,287.9424,-35.9928
US-2017-155425,11/10/2017,201.584,2,0.2,80.6336,15.1188
US-2017-155425,11/10/2017,899.136,4,0.2,719.3088,-146.1096
CA-2017-133249,7/8/2017,145.9,5,0,0,62.737
US-2015-103471,12/24/2015,590.058,7,0.7,2891.2842,-786.744
US-2015-103471,12/24/2015,14.04,3,0.2,8.424,1.5795
CA-2017-136672,3/7/2017,49.08,3,0,0,4.908
US-2014-157021,4/1/2014,29.6,2,0,0,14.8
US-2014-157021,4/1/2014,17.088,4,0.2,13.6704,5.5536
CA-2015-120362,9/14/2015,912.75,5,0,0,118.6575
CA-2014-126361,8/4/2014,1089.75,3,0,0,305.13
CA-2014-126361,8/4/2014,447.84,8,0,0,219.4416
CA-2014-126361,8/4/2014,16.4,5,0,0,4.264
CA-2014-126361,8/4/2014,399.96,5,0.2,399.96,34.9965
CA-2014-126361,8/4/2014,158.9,5,0,0,7.945
CA-2014-126361,8/4/2014,13.184,1,0.2,2.6368,4.7792
US-2016-100566,9/3/2016,83.952,3,0.6,151.1136,-90.2484
US-2016-108504,2/5/2016,80.98,1,0,0,1.6196
US-2016-108504,2/5/2016,348.84,9,0,0,170.9316
US-2016-108504,2/5/2016,9.45,5,0,0,0.189
US-2016-108504,2/5/2016,18.84,3,0,0,7.1592
US-2016-108504,2/5/2016,239.98,2,0,0,52.7956
US-2016-108504,2/5/2016,167.96,2,0,0,78.9412
US-2016-108504,2/5/2016,104.85,3,0,0,28.3095
US-2016-108504,2/5/2016,484.83,3,0,0,126.0558
US-2016-108504,2/5/2016,122.97,3,0,0,60.2553
US-2016-108504,2/5/2016,154.44,3,0,0,1.5444
US-2016-108504,2/5/2016,342.37,7,0,0,160.9139
CA-2017-124828,7/3/2017,9.552,3,0.2,5.7312,1.5522
US-2017-117247,10/9/2017,652.45,5,0.5,1631.125,-430.617
US-2017-117247,10/9/2017,66.645,3,0.5,99.9675,-42.6528
CA-2016-124485,11/24/2016,17.216,4,0.2,13.7728,6.0256
CA-2016-124485,11/24/2016,11.56,2,0,0,5.6644
CA-2016-124485,11/24/2016,88.4,4,0,0,11.492
CA-2016-124485,11/24/2016,6.48,1,0,0,3.1104
CA-2016-159212,11/1/2016,21.8,2,0,0,6.104
CA-2016-159212,11/1/2016,251.79,3,0,0,118.3413
US-2016-161396,4/19/2016,205.176,2,0.4,164.1408,-58.1332
US-2016-161396,4/19/2016,419.4,5,0.2,419.4,146.79
US-2014-118486,4/6/2014,10.304,1,0.2,2.0608,-2.1896
US-2014-118486,4/6/2014,154.764,3,0.4,185.7168,-36.1116
US-2014-118486,4/6/2014,116.784,2,0.2,46.7136,21.897
CA-2016-130407,9/2/2016,75.48,2,0,0,19.6248
CA-2016-130407,9/2/2016,39.98,2,0,0,9.995
US-2016-122245,9/25/2016,393.165,3,0.5,589.7475,-204.4458
CA-2017-105144,11/4/2017,23.68,2,0.2,9.472,8.88
CA-2016-136329,7/9/2016,408.006,2,0.1,81.6012,72.5344
CA-2016-136329,7/9/2016,165.28,4,0,0,14.8752
CA-2014-146640,6/30/2014,334.768,7,0.2,468.6752,108.7996
CA-2017-115994,1/28/2017,239.97,3,0,0,26.3967
CA-2017-115994,1/28/2017,37.74,3,0,0,12.8316
CA-2015-126697,9/21/2015,946.344,7,0.2,1324.8816,118.293
CA-2015-126697,9/21/2015,151.2,3,0.2,90.72,32.13
CA-2015-126697,9/21/2015,4.928,4,0.6,11.8272,-1.4784
CA-2015-124800,9/26/2015,86.272,4,0.2,69.0176,31.2736
CA-2015-124800,9/26/2015,72.588,2,0.7,101.6232,-48.392
CA-2015-124800,9/26/2015,60.672,2,0.2,24.2688,14.4096
CA-2015-124800,9/26/2015,77.031,9,0.7,485.2953,-59.0571
CA-2015-124800,9/26/2015,119.904,6,0.2,143.8848,-1.4988
CA-2015-124800,9/26/2015,263.96,5,0.2,263.96,23.0965
CA-2015-124800,9/26/2015,363.648,4,0.2,290.9184,-86.3664
US-2015-164448,10/31/2015,9.728,2,0.2,3.8912,3.2832
US-2015-164448,10/31/2015,14.75,5,0,0,7.08
US-2015-164448,10/31/2015,29.8,5,0.2,29.8,9.3125
US-2015-164448,10/31/2015,427.42,14,0,0,196.6132
CA-2017-122700,11/26/2017,220.752,8,0.4,706.4064,-40.4712
CA-2014-120768,12/19/2014,152.76,6,0,0,74.8524
CA-2014-120768,12/19/2014,7.27,1,0,0,1.9629
CA-2014-120768,12/19/2014,1819.86,14,0,0,163.7874
US-2016-153129,12/26/2016,33.9,5,0,0,15.594
CA-2017-106852,6/20/2017,31.104,6,0.2,37.3248,10.8864
CA-2017-106852,6/20/2017,5.248,2,0.2,2.0992,0.5904
CA-2015-139731,10/15/2015,263.88,3,0.2,158.328,42.8805
CA-2015-139731,10/15/2015,2453.43,5,0.3,3680.145,-350.49
CA-2017-122735,4/12/2017,29.7,5,0,0,13.365
CA-2017-122735,4/12/2017,39.96,4,0,0,17.982
CA-2017-128160,12/19/2017,36.672,2,0.2,14.6688,11.46
CA-2017-117695,8/5/2017,13.76,2,0,0,6.3296
CA-2015-166135,10/1/2015,139.424,4,0.2,111.5392,17.428
CA-2016-133725,5/23/2016,1979.928,9,0.2,3563.8704,148.4946
CA-2017-102337,6/13/2017,164.736,4,0.2,131.7888,-39.1248
CA-2017-102337,6/13/2017,470.302,7,0.3,987.6342,-87.3418
CA-2017-102337,6/13/2017,47.984,2,0.2,19.1936,5.998
US-2014-112564,4/23/2014,2.502,3,0.7,5.2542,-1.7514
CA-2015-145821,5/1/2015,88.752,3,0.2,53.2512,11.094
US-2015-160150,7/19/2015,2.025,1,0.7,1.4175,-1.35
CA-2016-133711,11/26/2016,70.98,7,0,0,34.7802
CA-2016-133711,11/26/2016,91.68,3,0,0,45.84
CA-2016-133711,11/26/2016,33.75,5,0,0,16.875
CA-2016-133711,11/26/2016,3040,8,0,0,1459.2
CA-2017-148474,6/12/2017,91.2,3,0,0,41.952
CA-2017-148474,6/12/2017,452.94,3,0,0,67.941
CA-2015-111297,8/17/2015,52.2,9,0,0,23.49
CA-2016-123722,9/25/2016,15.936,4,0.2,12.7488,5.1792
CA-2014-155271,5/4/2014,27.46,2,0,0,9.8856
CA-2015-119907,12/1/2015,55.424,2,0.2,22.1696,19.3984
US-2016-128902,3/11/2016,244.006,2,0.3,146.4036,-31.3722
CA-2016-152289,8/26/2016,159.984,2,0.2,63.9936,43.9956
CA-2016-152289,8/26/2016,1024.716,6,0.3,1844.4888,-29.2776
US-2016-104794,12/16/2016,3.68,2,0,0,1.8032
CA-2014-151708,8/8/2014,121.376,4,0.2,97.1008,-3.0344
CA-2014-151708,8/8/2014,95.976,3,0.2,57.5856,-10.7973
CA-2015-100769,5/16/2015,255.968,4,0.2,204.7744,31.996
CA-2017-139199,12/9/2017,872.94,3,0,0,226.9644
CA-2017-139199,12/9/2017,41.54,2,0,0,19.5238
CA-2017-139199,12/9/2017,12.96,2,0,0,6.2208
US-2015-161466,9/24/2015,6.848,2,0.2,2.7392,0.5992
CA-2017-164959,7/11/2017,8.67,3,0,0,4.0749
US-2015-105676,12/1/2015,6.688,4,0.6,16.0512,-4.0128
CA-2016-113138,11/19/2016,17.28,6,0,0,5.0112
CA-2016-113138,11/19/2016,17.712,3,0.2,10.6272,6.4206
US-2017-104955,3/19/2017,28.91,7,0,0,13.2986
CA-2016-121958,11/13/2016,52.136,7,0.2,72.9904,5.8653
CA-2017-121468,11/19/2017,31.968,4,0.2,25.5744,2.3976
US-2016-108455,12/2/2016,25.92,4,0,0,12.4416
US-2016-108455,12/2/2016,40.46,7,0,0,19.8254
US-2016-108455,12/2/2016,33.87,3,0,0,8.8062
CA-2017-101210,8/25/2017,9.728,2,0.2,3.8912,1.7024
CA-2017-101210,8/25/2017,3.424,1,0.2,0.6848,1.07
US-2016-108098,10/14/2016,177,3,0,0,30.09
CA-2014-119032,11/27/2014,3.76,2,0,0,1.316
CA-2015-140410,11/3/2015,1212.848,7,0.2,1697.9872,106.1242
CA-2015-140410,11/3/2015,89.97,3,0,0,37.7874
CA-2015-140410,11/3/2015,42.6,3,0,0,16.614
CA-2014-136280,11/29/2014,5.04,2,0.2,2.016,1.764
CA-2017-151911,4/30/2017,62.96,4,0,0,28.332
CA-2017-166436,11/24/2017,5.88,1,0,0,2.8812
CA-2017-166436,11/24/2017,977.292,6,0.1,586.3752,173.7408
CA-2017-139661,10/30/2017,9.64,2,0,0,3.6632
CA-2014-123925,12/17/2014,40.05,3,0,0,11.214
CA-2017-152485,9/4/2017,10.192,7,0.2,14.2688,3.185
CA-2017-152485,9/4/2017,16.784,1,0.2,3.3568,-0.2098
CA-2017-152485,9/4/2017,13.12,5,0.2,13.12,3.772
CA-2016-141586,10/17/2016,18.16,5,0.2,18.16,6.583
CA-2017-130386,11/12/2017,16.056,3,0.2,9.6336,5.8203
CA-2017-130386,11/12/2017,223.056,9,0.2,401.5008,69.705
CA-2017-130386,11/12/2017,540.048,3,0.2,324.0288,-47.2542
CA-2016-100468,11/24/2016,33.52,2,0.2,13.408,3.352
CA-2016-100468,11/24/2016,9.94,2,0,0,3.0814
CA-2015-153388,8/1/2015,6.72,4,0,0,3.36
CA-2015-153388,8/1/2015,1004.976,6,0.2,1205.9712,-175.8708
CA-2017-154935,12/24/2017,17.88,3,0.2,10.728,5.5875
CA-2016-134208,9/17/2016,396,4,0,0,190.08
CA-2017-108294,12/10/2017,34.5,3,0,0,15.525
CA-2017-103611,9/12/2017,8.36,2,0,0,3.0096
CA-2017-100384,6/24/2017,385.6,8,0,0,111.824
CA-2017-100384,6/24/2017,35.82,9,0,0,11.8206
CA-2017-112809,8/18/2017,200.064,3,0.2,120.0384,12.504
CA-2017-112809,8/18/2017,21.38,5,0.8,85.52,-33.139
CA-2017-112809,8/18/2017,6.744,4,0.8,21.5808,-11.4648
US-2017-160759,12/11/2017,63.686,1,0.3,19.1058,-9.098
CA-2017-148446,12/10/2017,1669.6,4,0,0,116.872
CA-2014-111059,2/3/2014,83.84,2,0.2,33.536,27.248
CA-2014-111059,2/3/2014,13.272,3,0.2,7.9632,4.3134
CA-2017-116204,2/11/2017,21.336,7,0.2,29.8704,7.7343
CA-2017-109946,4/16/2017,16.52,5,0.2,16.52,2.065
CA-2015-144806,12/6/2015,206.112,6,0.2,247.3344,48.9516
CA-2015-144806,12/6/2015,19.92,5,0.2,19.92,6.723
CA-2015-144806,12/6/2015,198.272,8,0.2,317.2352,61.96
CA-2015-144806,12/6/2015,247.104,6,0.2,296.5248,-58.6872
CA-2015-144806,12/6/2015,86.304,6,0.2,103.5648,9.7092
CA-2016-122392,7/22/2016,4.16,2,0.2,1.664,0.364
CA-2016-122392,7/22/2016,11.648,2,0.2,4.6592,3.3488
CA-2015-148432,11/7/2015,26.18,7,0,0,0.5236
CA-2015-148432,11/7/2015,7.3,2,0,0,3.431
CA-2015-103793,3/26/2015,74.352,3,0.2,44.6112,23.235
CA-2017-159884,8/31/2017,10.744,1,0.2,2.1488,0.8058
CA-2017-159884,8/31/2017,8.376,3,0.2,5.0256,2.7222
CA-2016-139885,12/4/2016,212.88,6,0,0,0
CA-2017-124086,2/10/2017,203.983,2,0.15,61.1949,16.7986
CA-2016-112389,10/29/2016,40.74,3,0,0,0.4074
CA-2016-112389,10/29/2016,11.67,3,0,0,3.0342
CA-2017-121888,9/15/2017,39.99,1,0,0,11.5971
CA-2017-121888,9/15/2017,16.28,2,0,0,6.512
CA-2017-121888,9/15/2017,782.94,3,0,0,203.5644
CA-2017-121888,9/15/2017,242.48,7,0,0,116.3904
CA-2014-166884,3/11/2014,8.32,5,0.2,8.32,2.288
CA-2014-166884,3/11/2014,10.464,6,0.2,12.5568,1.7004
CA-2014-107181,2/4/2014,82.896,3,0.2,49.7376,29.0136
CA-2014-107181,2/4/2014,34.24,4,0,0,16.0928
CA-2014-150245,12/31/2014,1573.488,7,0.2,2202.8832,196.686
CA-2015-111395,11/23/2015,335.52,4,0.2,268.416,117.432
CA-2015-111395,11/23/2015,23.912,2,0.8,38.2592,-40.6504
CA-2015-111395,11/23/2015,27.056,2,0.2,10.8224,2.3674
CA-2014-134278,7/6/2014,559.992,1,0.2,111.9984,174.9975
US-2017-124926,11/13/2017,9.324,6,0.8,44.7552,-24.7086
CA-2016-159345,6/17/2016,111.96,2,0,0,54.8604
CA-2014-130274,5/3/2014,21.56,7,0,0,10.3488
CA-2017-158386,10/16/2017,124.75,5,0,0,57.385
CA-2015-111507,2/6/2015,5.28,3,0,0,1.5312
CA-2017-120761,9/4/2017,91.96,4,0,0,39.5428
CA-2016-109176,5/9/2016,9.344,1,0.2,1.8688,3.504
CA-2016-109176,5/9/2016,79.36,5,0.2,79.36,9.92
CA-2015-112116,3/16/2015,171.96,2,0,0,44.7096
CA-2016-126809,4/9/2016,35.352,9,0.2,63.6336,12.8151
CA-2014-105172,4/4/2014,18.9,6,0,0,9.072
CA-2017-107293,9/5/2017,2.78,1,0,0,0.7228
US-2017-102890,6/30/2017,1044.63,5,0.4,2089.26,-295.9785
CA-2015-158554,11/9/2015,11.352,3,0.2,6.8112,4.1151
CA-2014-116239,3/4/2014,354.9,5,0,0,17.745
CA-2015-132101,3/19/2015,453.576,3,0.2,272.1456,39.6879
CA-2015-129112,11/29/2015,21.48,3,0.2,12.888,-0.2685
CA-2015-129112,11/29/2015,8.784,4,0.8,28.1088,-13.6152
US-2017-152002,6/11/2017,122.97,3,0,0,60.2553
CA-2017-165029,11/26/2017,12.84,3,0,0,3.7236
US-2014-157385,11/23/2014,603.92,5,0.2,603.92,-67.941
US-2014-157385,11/23/2014,21.84,3,0,0,10.4832
US-2014-157385,11/23/2014,29.99,1,0,0,6.2979
US-2014-157385,11/23/2014,381.44,2,0.2,152.576,23.84
CA-2014-101602,12/15/2014,40.68,3,0.2,24.408,-9.153
CA-2014-101602,12/15/2014,763.28,5,0.3,1144.92,-21.808
CA-2016-109057,4/22/2016,23.952,2,0.2,9.5808,2.3952
CA-2016-154403,5/23/2016,4.98,1,0,0,2.4402
CA-2016-102456,2/27/2016,170.88,3,0,0,49.5552
CA-2015-131338,8/9/2015,307.98,2,0,0,89.3142
CA-2015-131338,8/9/2015,382.806,9,0.4,1378.1016,-153.1224
CA-2015-131338,8/9/2015,41.96,2,0,0,2.9372
CA-2015-131338,8/9/2015,1217.568,2,0.2,487.0272,456.588
CA-2015-131338,8/9/2015,47.04,3,0,0,18.3456
CA-2015-131338,8/9/2015,6.16,2,0,0,2.9568
CA-2015-131338,8/9/2015,979.95,5,0,0,274.386
CA-2015-131338,8/9/2015,143.7,3,0,0,68.976
CA-2015-131338,8/9/2015,10.65,3,0,0,5.0055
CA-2015-131338,8/9/2015,247.8,4,0,0,34.692
CA-2016-109911,5/12/2016,10.96,4,0,0,2.9592
US-2016-132423,4/15/2016,33.488,7,0.2,46.8832,5.8604
US-2016-132423,4/15/2016,8.04,5,0.2,8.04,2.9145
CA-2015-122826,6/23/2015,201.568,4,0.2,161.2544,22.6764
CA-2014-117317,10/19/2014,13.44,3,0,0,6.5856
CA-2015-118423,3/24/2015,359.058,3,0.3,323.1522,-35.9058
CA-2017-149181,5/8/2017,47.992,2,0.3,28.7952,-2.0568
CA-2017-132234,10/16/2017,547.3,13,0,0,175.136
CA-2017-158876,11/19/2017,16.896,4,0.2,13.5168,5.28
CA-2017-158876,11/19/2017,6.672,1,0.2,1.3344,0.5004
CA-2017-158876,11/19/2017,99.136,4,0.2,79.3088,8.6744
CA-2017-158876,11/19/2017,15.992,2,0.6,19.1904,-13.993
CA-2016-164672,5/8/2016,211.96,2,0,0,42.392
US-2016-132857,12/11/2016,6.672,3,0.2,4.0032,1.668
CA-2017-116645,11/30/2017,155.94,6,0,0,45.2226
US-2016-115819,4/19/2016,39.96,5,0.2,39.96,12.987
US-2016-115819,4/19/2016,5.46,3,0,0,1.5288
US-2016-115819,4/19/2016,73.2,5,0,0,21.228
US-2016-115819,4/19/2016,5.84,1,0.2,1.168,1.971
US-2016-115819,4/19/2016,22.72,4,0,0,10.224
US-2016-115819,4/19/2016,9.336,3,0.2,5.6016,3.2676
CA-2014-156349,5/26/2014,290.666,2,0.15,87.1998,27.3568
CA-2014-156349,5/26/2014,201.584,2,0.2,80.6336,20.1584
CA-2014-156349,5/26/2014,83.984,2,0.2,33.5936,31.494
CA-2017-138380,12/21/2017,1000.02,7,0,0,290.0058
US-2016-113509,3/15/2016,83.976,3,0.2,50.3856,-13.6461
CA-2015-130022,8/10/2015,3.75,1,0,0,1.8
CA-2015-130022,8/10/2015,41.4,4,0,0,19.872
CA-2015-130022,8/10/2015,29.79,3,0,0,12.5118
US-2016-118780,9/10/2016,59.48,2,0,0,8.922
US-2016-118780,9/10/2016,6.69,1,0,0,3.0774
CA-2017-108560,7/8/2017,198.46,2,0,0,99.23
CA-2017-108560,7/8/2017,786.48,8,0,0,385.3752
CA-2017-108560,7/8/2017,23.168,2,0.2,9.2672,7.8192
CA-2017-108560,7/8/2017,50,2,0,0,10.5
CA-2015-157084,12/19/2015,675.96,5,0.2,675.96,84.495
CA-2015-157084,12/19/2015,1265.85,3,0,0,556.974
CA-2015-164539,11/16/2015,523.25,5,0,0,141.2775
CA-2015-143119,9/24/2015,517.5,6,0,0,155.25
CA-2017-101049,6/21/2017,17.92,5,0.2,17.92,2.464
CA-2017-101049,6/21/2017,41.256,6,0.7,173.2752,-34.38
CA-2016-106530,5/8/2016,1006.056,3,0.2,603.6336,88.0299
CA-2016-106530,5/8/2016,10.688,2,0.2,4.2752,3.7408
CA-2016-106530,5/8/2016,10.368,2,0.2,4.1472,3.6288
CA-2016-106530,5/8/2016,25.12,2,0.2,10.048,1.57
CA-2016-106530,5/8/2016,58.112,2,0.2,23.2448,7.264
CA-2014-168984,11/26/2014,15.552,3,0.2,9.3312,5.4432
CA-2014-168984,11/26/2014,669.08,5,0.2,669.08,-167.27
CA-2014-168984,11/26/2014,438.336,4,0.2,350.6688,-87.6672
CA-2016-157266,5/26/2016,19.44,3,0,0,9.3312
CA-2016-157266,5/26/2016,9.64,2,0,0,4.4344
CA-2016-157266,5/26/2016,12.7,2,0,0,5.842
CA-2016-157266,5/26/2016,41.37,3,0,0,17.3754
US-2014-134712,11/29/2014,12.624,2,0.2,5.0496,3.945
CA-2015-111829,3/19/2015,1247.64,3,0,0,349.3392
CA-2015-111829,3/19/2015,3149.93,7,0,0,1480.4671
CA-2015-111829,3/19/2015,209.7,2,0,0,100.656
CA-2015-105221,11/1/2015,35.36,2,0.2,14.144,-3.094
CA-2015-105221,11/1/2015,3.168,2,0.2,1.2672,-0.7128
CA-2015-120341,9/26/2015,121.104,6,0.7,508.6368,-100.92
CA-2015-120341,9/26/2015,45.894,1,0.4,18.3576,-9.1788
CA-2014-135699,8/29/2014,109.92,2,0,0,53.8608
CA-2014-135699,8/29/2014,13.36,2,0,0,6.4128
US-2017-132444,11/18/2017,169.68,6,0,0,45.8136
US-2017-132444,11/18/2017,132.52,4,0,0,54.3332
US-2017-132444,11/18/2017,2.96,2,0,0,1.4208
US-2017-132444,11/18/2017,8.448,2,0.2,3.3792,2.9568
US-2017-132444,11/18/2017,95.94,3,0,0,9.594
CA-2014-127159,5/12/2014,34.79,7,0,0,10.7849
CA-2017-161809,1/20/2017,160.776,3,0.2,96.4656,10.0485
CA-2017-127285,10/30/2017,88.752,3,0.2,53.2512,27.735
CA-2017-127285,10/30/2017,13.904,2,0.2,5.5616,5.214
CA-2017-144526,4/30/2017,677.58,5,0.4,1355.16,-158.102
CA-2017-144526,4/30/2017,13.896,3,0.7,29.1816,-9.264
CA-2016-128531,11/24/2016,41.92,5,0.2,41.92,3.668
CA-2016-128531,11/24/2016,297.576,3,0.2,178.5456,-7.4394
CA-2016-128531,11/24/2016,4.344,3,0.2,2.6064,0.8688
CA-2016-128531,11/24/2016,94.992,2,0.2,37.9968,-2.3748
CA-2016-128531,11/24/2016,74.352,3,0.2,44.6112,23.235
CA-2016-128531,11/24/2016,14.04,3,0.2,8.424,1.5795
US-2015-157154,1/10/2015,1018.104,4,0.4,1628.9664,-373.3048
CA-2017-159457,10/19/2017,16.68,3,0.2,10.008,5.2125
CA-2016-107615,3/22/2016,58.58,2,0,0,19.3314
CA-2017-111647,7/3/2017,167.968,4,0.2,134.3744,62.988
CA-2015-150560,12/11/2015,196.62,2,0,0,96.3438
CA-2015-143077,9/17/2015,21.936,2,0.6,26.3232,-10.4196
CA-2015-143077,9/17/2015,6.588,3,0.8,15.8112,-10.2114
CA-2016-122728,5/18/2016,104.28,3,0,0,26.07
CA-2016-122728,5/18/2016,17.94,3,0,0,8.7906
CA-2014-122882,9/7/2014,64.784,1,0.2,12.9568,-14.5764
CA-2014-122882,9/7/2014,32.382,3,0.4,38.8584,4.3176
CA-2014-122882,9/7/2014,42.368,2,0.2,16.9472,8.4736
CA-2014-122882,9/7/2014,399.54,4,0.7,1118.712,-559.356
US-2016-101497,9/29/2016,18.97,1,0,0,9.1056
CA-2016-147585,11/7/2016,14.82,3,0,0,6.2244
CA-2017-149489,4/24/2017,99.28,2,0.2,39.712,12.41
CA-2017-149489,4/24/2017,1.188,2,0.7,1.6632,-0.99
CA-2017-149489,4/24/2017,7.518,2,0.7,10.5252,-5.7638
